"","id","age","gender","race","income","education","region","hesitancy_q1","hesitancy_q2"
"458",458,41,"Female","Black","Medium","High School or less","West",5,4
"459",459,54,"Male","White","Medium","Bachelor's or higher","West",2,2
"460",460,45,"Male","White","Medium","High School or less","West",4,3
"461",461,66,"Male","White","Medium","Bachelor's or higher","Midwest",2,5
"462",462,44,"Male","Asian","Medium","High School or less","South",2,4
"463",463,59,"Female","Asian","Low","Bachelor's or higher","South",3,4
"464",464,43,"Male","White","Medium","Bachelor's or higher","Midwest",5,4
"465",465,30,"Male","White","Low","Bachelor's or higher","Midwest",5,4
"466",466,72,"Female","White","Medium","Some College","West",2,4
"467",467,63,"Female","White","High","High School or less","South",4,4
"468",468,81,"Male","White","Medium","High School or less","Midwest",5,4
"469",469,51,"Male","White","High","High School or less","South",3,2
"470",470,70,"Male","Hispanic","Medium","High School or less","West",1,2
"471",471,86,"Female","White","Low","Some College","South",3,3
"472",472,45,"Female","White","Low","High School or less","West",4,2
"473",473,26,"Female","White","Medium","High School or less","Midwest",5,5
"474",474,46,"Male","White","Medium","Bachelor's or higher","South",3,2
"475",475,46,"Male","White","High","Some College","West",3,4
"476",476,53,"Male","Hispanic","Medium","Bachelor's or higher","Midwest",5,2
"477",477,81,"Male","White","Low","High School or less","West",1,3
"478",478,44,"Female","White","High","High School or less","South",1,4
"479",479,57,"Female","White","High","Some College","South",4,2
"480",480,46,"Male","White","High","Bachelor's or higher","Northeast",3,2
"481",481,50,"Female","White","Medium","High School or less","West",2,4
"482",482,56,"Female","Hispanic","Low","High School or less","West",4,1
"483",483,74,"Male","Hispanic","High","High School or less","Northeast",2,3
"484",484,52,"Female","Asian","Low","Some College","Northeast",4,5
"485",485,63,"Female","Black","High","Some College","Midwest",4,1
"486",486,64,"Female","Black","Medium","Bachelor's or higher","Northeast",2,3
"487",487,66,"Male","Black","Medium","Bachelor's or higher","West",3,3
"488",488,40,"Female","White","Medium","Bachelor's or higher","West",3,1
"489",489,79,"Female","Black","High","High School or less","Northeast",5,3
"490",490,43,"Male","White","Medium","Some College","South",4,4
"491",491,48,"Female","White","High","High School or less","South",2,5
"492",492,75,"Male","White","Low","Some College","Midwest",4,5
"493",493,73,"Male","White","High","Bachelor's or higher","Midwest",5,5
"494",494,30,"Male","White","Low","Bachelor's or higher","Northeast",3,2
"495",495,34,"Female","White","Low","High School or less","Midwest",2,5
"496",496,26,"Male","White","High","Some College","West",4,5
"497",497,53,"Male","Hispanic","Low","High School or less","South",3,2
"498",498,53,"Female","White","Low","High School or less","West",3,3
"499",499,57,"Male","White","Low","High School or less","West",2,3
"500",500,60,"Female","White","Medium","Some College","Midwest",5,3
"501",501,39,"Female","Hispanic","Medium","Bachelor's or higher","Midwest",4,5
"502",502,32,"Female","Hispanic","Medium","High School or less","West",4,3
"503",503,68,"Female","White","Low","High School or less","Northeast",2,2
"504",504,64,"Female","White","Medium","Some College","South",5,3
"505",505,23,"Female","Other","High","Bachelor's or higher","West",3,5
"506",506,48,"Male","White","High","Some College","West",4,4
"507",507,34,"Female","White","Low","Bachelor's or higher","West",1,1
"508",508,18,"Male","Hispanic","Low","Bachelor's or higher","West",3,1
"509",509,53,"Female","White","High","High School or less","Midwest",2,3
"510",510,49,"Male","Hispanic","Medium","Bachelor's or higher","South",4,3
"511",511,48,"Male","Black","Medium","Some College","Midwest",1,4
"512",512,54,"Female","Hispanic","High","High School or less","South",5,2
"513",513,66,"Male","Black","High","Bachelor's or higher","Midwest",4,4
"514",514,54,"Male","Black","Low","Some College","Northeast",3,1
"515",515,39,"Male","White","Medium","Some College","South",2,1
"516",516,37,"Female","White","Medium","Bachelor's or higher","South",2,4
"517",517,48,"Female","White","Medium","Some College","South",2,3
"518",518,56,"Female","White","Medium","Some College","Northeast",5,1
"519",519,31,"Male","Hispanic","Low","Some College","Northeast",2,4
"520",520,47,"Male","Hispanic","Medium","Some College","West",5,2
"521",521,67,"Male","Hispanic","Low","High School or less","West",2,4
"522",522,48,"Female","Asian","Medium","Some College","West",5,3
"523",523,37,"Male","White","Medium","High School or less","South",1,4
"524",524,45,"Male","Hispanic","Medium","Bachelor's or higher","South",1,2
"525",525,70,"Male","White","Medium","Bachelor's or higher","West",2,3
"526",526,60,"Male","White","Low","Some College","South",4,3
"527",527,72,"Male","Other","Low","Bachelor's or higher","Northeast",4,3
"528",528,53,"Female","Black","High","Bachelor's or higher","South",3,5
"529",529,57,"Female","Black","High","High School or less","South",1,4
"530",530,40,"Female","White","Medium","High School or less","West",5,3
"531",531,61,"Male","Other","High","Some College","South",3,3
"532",532,41,"Female","Black","Medium","High School or less","Midwest",1,2
"533",533,24,"Male","White","High","Some College","South",4,5
"534",534,52,"Female","Hispanic","Medium","Some College","South",3,3
"535",535,85,"Female","White","Low","Bachelor's or higher","West",2,4
"536",536,64,"Male","White","High","Some College","South",2,5
"537",537,71,"Female","White","High","Bachelor's or higher","Midwest",5,1
"538",538,56,"Female","Hispanic","High","High School or less","South",2,1
"539",539,39,"Female","Hispanic","High","High School or less","South",2,3
"540",540,46,"Female","White","High","Some College","Midwest",4,3
"541",541,45,"Female","Asian","Low","High School or less","South",3,5
"542",542,42,"Male","Black","Medium","Bachelor's or higher","South",4,3
"543",543,63,"Female","Hispanic","Low","High School or less","West",5,2
"544",544,28,"Male","Hispanic","Medium","High School or less","Midwest",5,2
"545",545,66,"Male","White","High","High School or less","Midwest",1,5
"546",546,66,"Female","Hispanic","Medium","Bachelor's or higher","Midwest",1,3
"547",547,28,"Male","Hispanic","Low","Some College","Midwest",2,5
"548",548,62,"Male","Other","High","Some College","Northeast",3,4
"549",549,90,"Female","White","Medium","Some College","South",5,1
"550",550,40,"Male","Black","Medium","Bachelor's or higher","Northeast",2,3
"551",551,65,"Female","White","High","High School or less","West",3,4
"552",552,36,"Male","White","High","Bachelor's or higher","Midwest",5,4
"553",553,70,"Male","White","Medium","Bachelor's or higher","Midwest",4,1
"554",554,54,"Male","White","Low","High School or less","West",1,2
"555",555,80,"Female","White","Low","High School or less","South",4,2
"556",556,24,"Female","Hispanic","High","Some College","South",2,2
"557",557,49,"Male","White","High","High School or less","South",4,3
"558",558,41,"Male","White","Medium","Bachelor's or higher","South",3,2
"559",559,46,"Male","White","High","Bachelor's or higher","Northeast",5,4
"560",560,39,"Male","White","Low","Some College","South",1,5
"561",561,35,"Female","White","Medium","Some College","South",2,4
"562",562,60,"Male","Black","Low","Some College","West",4,2
"563",563,30,"Female","Hispanic","High","Bachelor's or higher","Northeast",2,3
"564",564,77,"Female","Hispanic","Medium","Some College","Midwest",1,2
"565",565,29,"Female","White","High","Bachelor's or higher","Northeast",4,5
"566",566,52,"Female","Hispanic","Medium","High School or less","Northeast",3,2
"567",567,60,"Male","White","Low","Some College","West",5,3
"568",568,61,"Female","White","High","Some College","South",3,2
"569",569,45,"Female","White","Medium","Bachelor's or higher","South",1,3
"570",570,51,"Female","White","Low","Bachelor's or higher","South",5,5
"571",571,67,"Female","Black","Low","Bachelor's or higher","South",3,4
"572",572,24,"Female","White","Medium","High School or less","South",1,2
"573",573,36,"Male","Hispanic","Low","Bachelor's or higher","Midwest",2,1
"574",574,56,"Male","White","Low","High School or less","Northeast",1,4
"575",575,42,"Female","White","High","High School or less","West",4,4
"576",576,75,"Female","Black","Medium","Bachelor's or higher","South",4,1
"577",577,62,"Male","White","High","High School or less","Northeast",2,2
"578",578,51,"Female","Hispanic","Medium","Bachelor's or higher","Northeast",4,5
"579",579,23,"Male","White","Low","Some College","Northeast",4,2
"580",580,50,"Female","Other","Low","Bachelor's or higher","Midwest",3,1
"581",581,44,"Female","White","High","Bachelor's or higher","South",3,2
"582",582,48,"Female","White","Medium","Bachelor's or higher","West",1,2
"583",583,29,"Male","Black","Medium","Some College","West",1,2
"584",584,59,"Female","White","High","Some College","South",3,3
"585",585,31,"Female","Hispanic","Medium","High School or less","West",3,3
"586",586,46,"Male","Hispanic","Medium","High School or less","South",4,5
"587",587,57,"Male","Asian","Medium","High School or less","Northeast",2,2
"588",588,36,"Male","Hispanic","High","High School or less","South",2,2
"589",589,60,"Female","Black","High","High School or less","Northeast",4,1
"590",590,26,"Male","White","Low","High School or less","Northeast",3,3
"591",591,18,"Female","Hispanic","High","Bachelor's or higher","West",3,3
"592",592,58,"Female","White","High","Some College","South",4,1
"593",593,65,"Male","White","Low","High School or less","South",4,5
"594",594,45,"Female","White","High","Some College","West",3,4
"595",595,59,"Male","White","Low","Some College","Northeast",4,3
"596",596,29,"Female","White","High","High School or less","West",3,3
"597",597,48,"Female","White","Low","Bachelor's or higher","South",5,3
"598",598,18,"Male","White","Low","High School or less","West",4,5
"599",599,71,"Female","White","Medium","High School or less","Midwest",5,2
"600",600,83,"Female","White","High","Bachelor's or higher","West",5,3
"601",601,69,"Female","Black","High","Some College","Northeast",4,3
"602",602,50,"Male","White","Low","Bachelor's or higher","Northeast",2,5
"603",603,49,"Female","White","Medium","Bachelor's or higher","Midwest",2,3
"604",604,23,"Male","White","Medium","High School or less","Midwest",4,2
"605",605,64,"Male","White","High","High School or less","South",4,2
"606",606,46,"Female","Hispanic","High","Some College","Midwest",3,4
"607",607,38,"Female","White","Low","High School or less","West",4,4
"608",608,25,"Female","White","Low","Some College","South",4,3
"609",609,45,"Female","Black","Medium","High School or less","West",5,1
"610",610,35,"Male","Asian","Low","High School or less","South",2,4
"611",611,43,"Male","Hispanic","High","High School or less","West",3,3
"612",612,28,"Male","White","High","Some College","South",2,5
"613",613,80,"Female","White","High","High School or less","Midwest",4,2
"614",614,50,"Female","White","High","High School or less","Northeast",4,5
"615",615,69,"Male","Hispanic","Low","Bachelor's or higher","Midwest",4,2
"616",616,18,"Male","White","Low","Some College","West",4,5
"617",617,42,"Male","Black","Low","High School or less","West",5,5
"618",618,38,"Female","Asian","Low","Some College","South",5,4
"619",619,28,"Female","White","Medium","High School or less","Midwest",5,4
"620",620,78,"Male","Hispanic","Medium","Bachelor's or higher","Northeast",3,5
"621",621,25,"Male","White","Low","High School or less","South",1,2
"622",622,56,"Male","Hispanic","Low","High School or less","Northeast",2,1
"623",623,65,"Female","White","Medium","Some College","Northeast",1,5
"624",624,53,"Male","White","Medium","High School or less","West",2,5
"625",625,34,"Female","Black","High","High School or less","West",3,2
"626",626,67,"Female","White","Medium","High School or less","South",2,5
"627",627,53,"Male","White","Low","Bachelor's or higher","Northeast",3,2
"628",628,31,"Female","Other","Low","High School or less","Midwest",4,4
"629",629,25,"Female","Other","Low","Bachelor's or higher","Midwest",3,4
"630",630,88,"Male","White","High","Some College","Northeast",4,2
"631",631,38,"Male","White","Low","High School or less","Midwest",3,3
"632",632,18,"Male","White","High","Some College","South",3,4
"633",633,60,"Male","White","Low","High School or less","Northeast",4,4
"634",634,56,"Female","White","Medium","Some College","Midwest",3,3
"635",635,26,"Male","Black","Medium","High School or less","West",2,3
"636",636,18,"Female","White","Low","Bachelor's or higher","West",2,5
"637",637,48,"Male","White","Medium","High School or less","South",5,2
"638",638,71,"Female","White","High","High School or less","South",5,1
"639",639,61,"Female","Other","Medium","Some College","Midwest",4,3
"640",640,41,"Male","White","Medium","Some College","West",4,3
"641",641,35,"Female","White","Low","Bachelor's or higher","Midwest",3,1
"642",642,55,"Male","White","Medium","High School or less","South",4,4
"643",643,53,"Male","White","Medium","Bachelor's or higher","Midwest",3,4
