Page number	proj no	State	city	county	name of facility	control	category	type const	adj fac	beds provided	Total	Hill-Burton Funds	Month	Year	Status
32	0262	Alabama	Mobile	Mobile	Mobile Infirmary	1	1	5	4	208	"4,090,603"	"1,000,000"	02	61	3
32	0012	Alabama	Mobile	Mobile	Mobile Infirmary	1	1	1	-	300	"4,368,580"	"2,781,509"	08	48	3
32	0074	Alabama	Mobile	Mobile	Mobile Infirmary	1	1	2	6	-	"950,638"	"484,479"	11	58	3
32	R174	Alabama	Mobile	Mobile	Mobile Rehab Center	1	6	5	-	-	"339,375"	"226,038"	12	58	3
32	R128	Alabama	Mobile	Mobile	Mobile Rehab Center	1	6	1	4	-	"792,667"	"504,598"	05	56	3
32	0013	Alabama	Mobile	Mobile	Providence Hosp	1	1	1	-	200	"3,551,404"	"2,000,000"	08	48	3
32	0360	Alabama	Mobile	Mobile	Providence Hosp	1	1	5	4	150	"8,320,252"	"1,000,000"	04	67	2
32	0107	Alabama	Mobile	Mobile	Providence Hosp	1	1	4	6	-	"1,875,557"	"600,000"	03	62	3
32	0208	Alabama	Mobile	Mobile	Providence Hosp	1	1	5	4	50	"1,205,496"	"330,800"	11	58	3
32	0270	Alabama	Mobile	Mobile	ST Martin DE Porres	1	1	5	4	22	"704,648"	"300,000"	05	65	3
32	0230	Alabama	Monroeville	Monroe	Monroe County Hosp	3	1	1	-	34	"656,636"	"380,000"	12	59	3
32	0359	Alabama	Monroeville	Monroe	Monroe County Hosp	3	1	5	4	18	"352,863"	"193,000"	03	65	3
32	0387	Alabama	Monroeville	Monroe	Monroe County PHC	3	5	1	-	-	"105,836"	"70,557"	04	66	3
32	R253	Alabama	Montgomery	Montgomery	Central Alabama Rehab	1	6	1	-	-	"460,790"	"298,204"	05	60	3
32	R368	Alabama	Montgomery	Montgomery	Central Alabama Rehab	1	6	2	4	-	"338,047"	"117,425"	11	65	3
32	L206	Alabama	Montgomery	Montgomery	Montgomery Baptist Hosp	1	1	1	-	127	"2,430,822"	"1,000,000"	03	61	3
32	0117	Alabama	Montgomery	Montgomery	Montgomery County PHC	3	5	1	-	-	"500,116"	"331,557"	09	54	3
32	D407	Alabama	Montgomery	Montgomery	Montgomery CY CO Clinic	6	9	4	-	-	"274,430"	"182,953"	04	67	3
32	D125	Alabama	Montgomery	Montgomery	Montgomery T B San	3	9	2	4	-	"91,911"	"61,274"	08	66	3
32	0125	Alabama	Montgomery	Montgomery	Montgomery T B San	3	2	2	4	50	"796,878"	"531,252"	08	66	3
32	0123	Alabama	Montgomery	Montgomery	Public Health Labs	4	8	1	-	-	"649,572"	"432,714"	09	52	3
32	R252	Alabama	Montgomery	Montgomery	Spastic Child Rehab CTR	1	6	1	-	-	"514,449"	"300,000"	03	61	3
32	0014	Alabama	Montgomery	Montgomery	ST Jude Hosp	1	1	1	-	152	"1,345,067"	"438,663"	07	48	3
32	C119	Alabama	Montgomery	Montgomery	ST Jude Hosp	1	LTU	5	-	50	"614,673"	"399,299"	02	56	3
32	0047	Alabama	Montgomery	Montgomery	ST Margarets Hosp	1	1	5	-	95	"1,552,908"	"1,000,000"	12	53	3
32	0088	Alabama	Montgomery	Montgomery	ST Margarets Hosp	1	1	4	6	-	"2,092,364"	"1,000,000"	06	65	3
32	0147	Alabama	Montgomery	Montgomery	ST Margarets Hosp	1	1	2	4	104	"1,846,157"	"1,009,268"	10	56	3
33	0305	Alabama	Morris	Jefferson	Morris Aux PHC	3	5	1	-	-	"96,690"	"63,993"	02	64	3
33	0050	Alabama	Moulton	Lawrence	Lawrence CO Hosp	3	1	1	-	40	"591,038"	"388,692"	09	51	3
33	0361	Alabama	Moulton	Lawrence	Lawrence CO Hosp	3	1	5	4	41	"450,553"	"300,000"	07	66	3
33	0140	Alabama	Moulton	Lawrence	Lawrence CO PHC	3	5	1	-	-	"71,114"	"47,410"	10	56	3
33	R341	Alabama	Muscle Shoals	Colbert	Northwest Ala Rehab CTR	1	6	1	-	-	"376,021"	"249,816"	03	64	3
33	R481	Alabama	Muscle Shoals	Colbert	Northwest Ala Rehab CTR	1	6	3	4	-	"476,900"	"286,140"	04	71	2
33	M342	Alabama	Oneonta	Blount	Blount County PHC	3	5	4	-	-	"137,368"	"82,421"	04	69	2
33	0335	Alabama	Oneonta	Blount	Blount Memorial Hosp	3	1	2	4	25	"651,653"	"262,000"	07	64	3
33	C163	Alabama	Oneonta	Blount	Blount Memorial Hosp	3	LTU	2	-	20	"174,869"	"116,579"	10	57	3
33	0023	Alabama	Oneonta	Blount	Blount Memorial Hosp	3	1	1	-	30	"522,764"	"345,176"	08	51	3
33	H200	Alabama	Opelika	Lee	Lee CO Health Center	3	5	1	-	-	"94,387"	"62,925"	03	63	3
33	D200	Alabama	Opelika	Lee	Lee CO Health Center	3	9	1	-	-	"55,594"	"37,063"	03	63	3
33	A183	Alabama	Opelika	Lee	Lee County Hosp	3	1	2	4	36	"459,756"	"263,521"	12	61	3
33	0017	Alabama	Opelika	Lee	Lee County Hosp	3	1	1	-	80	"1,040,211"	"653,340"	12	49	3
33	N366	Alabama	Opelika	Lee	Lee County Hosp	3	LTU	2	-	30	"501,799"	"334,533"	04	66	3
33	N183	Alabama	Opelika	Lee	Lee County Hosp	3	LTU	2	4	37	"256,304"	"170,870"	12	60	3
33	0008	Alabama	Opp	Covington	Mizell Memorial Hosp	1	1	1	-	29	"470,998"	"153,666"	04	48	3
33	C069	Alabama	Opp	Covington	Mizell Memorial Hosp	1	LTU	2	-	20	"239,143"	"123,397"	10	56	3
33	0284	Alabama	Opp	Covington	Mizell Memorial Hosp	1	1	5	4	38	"1,848,693"	"885,248"	02	68	2
33	0027	Alabama	Ozark	Dale	Dale County Hosp	3	1	1	-	50	"572,672"	"381,029"	02	49	3
33	0415	Alabama	Ozark	Dale	Dale County Hosp	3	1	5	4	26	"2,126,775"	"875,000"	10	68	2
33	0154	Alabama	Pell City	ST Clair	Pell City Health Center	3	5	1	-	-	"84,333"	"56,222"	01	63	3
33	0399	Alabama	Pell City	ST Clair	ST Clair CO Hosp	3	1	1	-	68	"2,014,715"	"750,000"	05	67	3
33	0126	Alabama	Phenix City	Russell	Homer D Cobb Mem Hosp	1	1	2	4	63	"930,882"	"550,000"	10	55	3
33	N266	Alabama	Phenix City	Russell	Homer D Cobb Mem Hosp	2	LTU	2	-	33	"510,888"	"340,592"	01	64	3
33	0184	Alabama	Phenix City	Russell	Homer D Cobb Mem Hosp	2	1	5	4	115	"1,999,472"	"1,000,000"	05	69	2
33	0221	Alabama	Phenix City	Russell	Russell County PHC	3	5	1	-	-	"144,834"	"96,097"	12	59	3
33	0195	Alabama	Piedmont	Calhoun	Piedmont Hosp	2	1	5	-	16	"116,606"	"77,738"	02	59	3
33	N279	Alabama	Piedmont	Calhoun	Piedmont Hosp	2	LTU	2	-	28	"222,573"	"148,382"	03	62	3
33	0351	Alabama	Piedmont	Calhoun	Piedmont Hosp	2	1	5	4	7	"162,728"	"106,110"	12	65	3
33	0057	Alabama	Piedmont	Calhoun	Piedmont Hosp	2	1	1	-	36	"286,484"	"189,081"	10	55	3
33	0170	Alabama	Prattville	Autauga	Autauga County PHC	3	5	1	-	-	"75,441"	"50,294"	09	57	3
33	0409	Alabama	Prattville	Autauga	Autauga County PHC	3	5	5	-	-	"118,073"	"70,844"	01	70	2
33	0353	Alabama	Red Bay	Franklin	Red Bay Hosp	2	1	1	-	30	"568,933"	"360,606"	03	65	3
33	0044	Alabama	Reform	Pickens	North Pickens CO Hosp	3	1	1	-	30	"337,237"	"222,377"	03	50	3
33	0081	Alabama	Roanoke	Randolph	Randolph CO Hosp	3	1	1	-	35	"528,929"	"342,885"	08	51	3
33	N222	Alabama	Roanoke	Randolph	Randolph CO Hosp	3	LTU	2	-	20	"210,858"	"135,500"	12	59	3
34	0314	Alabama	Roanoke	Randolph	Randolph CO Hosp	3	1	2	-	25	"170,959"	"113,973"	01	63	3
34	M271	Alabama	Roanoke	Randolph	Randolph County PHC	3	5	4	-	-	"150,000"	"90,000"	05	71	1
34	0096	Alabama	Russellville	Franklin	Franklin CO PHC	3	5	1	-	-	"114,372"	"76,248"	08	52	3
34	0095	Alabama	Scottsboro	Jackson	Jackson CO Hosp	3	1	1	-	35	"533,719"	"326,504"	11	53	3
34	0218	Alabama	Scottsboro	Jackson	Jackson CO Hosp	3	1	5	-	24	"165,225"	"110,000"	01	61	3
34	N429	Alabama	Scottsboro	Jackson	Jackson CO Hosp	3	LTU	2	-	10	"61,009"	"36,600"	07	68	3
34	N250	Alabama	Scottsboro	Jackson	Jackson CO Hosp	3	LTU	2	-	40	"377,456"	"242,877"	01	64	3
34	0129	Alabama	Scottsboro	Jackson	Jackson CO PHC	3	5	1	-	-	"114,989"	"65,752"	04	57	3
34	0009	Alabama	Selma	Dallas	Dallas County PHC	3	5	1	-	-	"190,230"	"37,634"	02	48	3
34	N143	Alabama	Selma	Dallas	Good Samaritan Hosp	1	LTU	6	-	24	"142,325"	"94,883"	02	56	3
34	0224	Alabama	Selma	Dallas	Good Samaritan Hosp	1	1	4	-	69	"1,135,426"	"664,000"	10	62	3
34	0110	Alabama	Selma	Dallas	New Vaughan Mem Hosp	1	1	1	-	60	"979,729"	"609,922"	10	57	3
34	0283	Alabama	Shawmut	Chambers	Valley Aux PHC	3	5	1	-	-	"62,688"	"41,792"	06	62	3
34	0099	Alabama	Sheffield	Colbert	Colbert County Hosp	3	1	5	-	120	"2,050,824"	"700,000"	01	58	3
34	0071	Alabama	Sylacauga	Talladega	Sylacauga Aux PHC	2	5	1	-	-	"107,685"	"71,790"	10	56	3
34	0118	Alabama	Sylacauga	Talladega	Sylacauga Hosp	2	1	5	-	15	"129,869"	"86,140"	01	59	3
34	0243	Alabama	Sylacauga	Talladega	Sylacauga Hosp	2	1	2	4	24	"386,921"	"176,000"	01	63	3
34	N236	Alabama	Sylacauga	Talladega	Sylacauga Hosp	2	LTU	2	-	20	"210,348"	"135,612"	02	60	3
34	M410	Alabama	Sylacauga	Talladega	Sylacauga Hosp	2	1	3	4	115	"925,298"	"553,177"	02	67	3
34	0018	Alabama	Sylacauga	Talladega	Sylacauga Hosp	2	1	1	6	-	"336,407"	"219,770"	01	50	3
34	M378	Alabama	Talladega	Talladega	Citizens Hosp	1	1	9	-	82	"2,565,351"	"1,000,000"	04	67	3
34	0212	Alabama	Talladega	Talladega	Talladega CO PHC	3	5	1	-	-	"126,798"	"72,198"	12	58	3
34	0052	Alabama	Tarrant City	Jefferson	Tarrant City PHC	2	5	1	-	-	"73,050"	"47,483"	10	55	3
34	0043	Alabama	Thomasville	Clarke	Thomasville Hosp	2	1	1	8	-	"362,660"	"50,867"	04	64	3
34	0404	Alabama	Thomasville	Clarke	Thomasville Hosp	2	1	2	-	11	"117,164"	"57,000"	04	67	3
34	D380	Alabama	Troy	Pike	Edge Memorial Hosp	3	9	1	-	-	"222,448"	"114,000"	05	66	3
34	0380	Alabama	Troy	Pike	Edge Memorial Hosp	3	1	4	-	70	"2,060,712"	"886,000"	05	66	3
34	0332	Alabama	Troy	Pike	Pike County PHC	3	5	1	-	-	"98,206"	"65,082"	05	64	3
34	0201	Alabama	Tuscaloosa	Tuscaloosa	Bryce Hosp	4	3	2	-	125	"346,408"	"230,137"	01	50	3
34	0328	Alabama	Tuscaloosa	Tuscaloosa	Bryce Hosp	4	3	2	-	250	"1,313,530"	"830,000"	08	63	3
34	D172	Alabama	Tuscaloosa	Tuscaloosa	Druid City Hosp	2	9	2	-	-	"98,945"	"65,000"	06	66	3
34	0015	Alabama	Tuscaloosa	Tuscaloosa	Druid City Hosp	2	1	1	2	240	"3,221,906"	"1,952,817"	12	48	3
34	0172	Alabama	Tuscaloosa	Tuscaloosa	Druid City Hosp	2	1	5	4	106	"1,513,950"	"525,000"	07	64	3
34	0150	Alabama	Tuscaloosa	Tuscaloosa	Druid City Hosp	2	1	2	-	119	"794,414"	"214,500"	10	56	3
34	0066	Alabama	Tuscaloosa	Tuscaloosa	Hale Memorial San	5	2	1	-	152	"1,385,498"	"920,766"	10	55	3
34	0085	Alabama	Tuscaloosa	Tuscaloosa	Tuscaloosa County PHC	6	5	1	-	-	"275,274"	"183,516"	09	54	3
34	R439	Alabama	Tuscaloosa	Tuscaloosa	West Alabama Rehab CTR	1	6	1	-	-	"609,524"	"388,936"	04	68	2
35	0054	Alabama	Tuskegee	Macon	Macon County Hosp	3	1	1	8	-	"160,670"	"23,780"	03	50	3
35	M227	Alabama	Tuskegee	Macon	Macon County Phc	3	5	4	-	-	"280,000"	"168,000"	05	71	1
35	0411	Alabama	Tuskegee Inst	Macon	J A Andrew Mem Hosp	1	9	5	-	-	"637,671"	"309,000"	03	67	2
35	M386	Alabama	Tuskegee Inst	Macon	J A Andrew Mem Hosp	1	1	8	-	105	"3,709,094"	"1,000,000"	11	66	3
35	0033	Alabama	Union Springs	Bullock	Bullock County Hosp	3	1	1	-	28	"320,804"	"206,143"	01	50	3
35	0300	Alabama	Union Springs	Bullock	Bullock County PHC	3	5	1	-	-	"90,174"	"59,814"	11	62	3
35	N390	Alabama	Vernon	Lamar	Lamar County Hosp	3	LTU	2	-	10	"140,034"	"93,356"	07	66	3
35	N265	Alabama	Vernon	Lamar	Lamar County Hosp	3	LTU	2	4	40	"328,646"	"218,295"	11	62	3
35	0028	Alabama	Vernon	Lamar	Lamar County Hosp	3	1	1	-	34	"482,063"	"298,802"	03	50	3
35	0336	Alabama	Vernon	Lamar	Lamar County Hosp	3	1	5	4	25	"776,546"	"286,000"	09	65	3
35	M231	Alabama	Vernon	Lamar	Lamar County PHC	3	5	4	-	-	"130,932"	"85,106"	02	68	3
35	0349	Alabama	West Blocton	Bibb	West Blocton Aux PHC	2	5	1	-	-	"47,908"	"31,938"	07	64	3
35	0436	Alabama	Wetumpka	Elmore	Elmore County Hosp	3	1	5	4	33	"1,503,300"	"901,980"	05	70	2
35	0137	Alabama	Wetumpka	Elmore	Elmore County Hosp	3	1	1	-	35	"500,479"	"325,034"	10	56	3
35	0375	Alabama	Winfield	Marion	Rank in Fite Mem Hosp	3	1	2	-	18	"240,587"	"160,391"	07	66	3
35	N274	Alabama	York	Sumter	Sumter Nursing Home	3	0	1	-	37	"384,877"	"255,794"	03	63	3
35	N475	Alabama	York	Sumter	Sumter Nursing Home	3	0	5	4	13	"178,184"	"106,765"	01	70	2
35	0025	Alaska	Anchorage	District 10	Alaska Treatment Center	1	6	2	-	-	"662,442"	"135,000"	06	71	2
35	A012	Alaska	Anchorage	District 10	Providence Hosp	1	1	6	-	125	"4,622,942"	"400,000"	05	59	3
35	C012	Alaska	Anchorage	District 10	Providence Hosp	1	9	2	-	-	"633,192"	"275,950"	05	59	3
35	B012	Alaska	Anchorage	District 10	Providence Hosp	1	LTU	2	-	25	"949,874"	"415,537"	05	59	3
35	0006	Alaska	Cordova	District 07	Cordova Community Hosp	1	1	1	-	22	"471,316"	"233,033"	03	54	3
35	0009	Alaska	Fairbanks	District 19	Fairbanks PHC	2	5	1	-	-	"187,722"	"93,861"	08	55	3
35	M023	Alaska	Fairbanks	District 19	Greater Fairbanks Mem	1	1	4	-	67	"8,440,000"	"1,000,000"	11	68	2
35	0002	Alaska	Fairbanks	District 19	ST Josephs Hosp	1	1	5	8	-	"1,024,516"	"47,319"	10	50	3
35	L022	Alaska	Juneau	District 05	Bartlett Mem Hosp	3	LTU	1	-	8	"565,023"	"250,000"	03	68	2
35	M022	Alaska	Juneau	District 05	Bartlett Mem Hosp	3	1	4	-	60	"3,578,478"	"1,261,504"	03	68	2
35	0005	Alaska	Juneau	District 05	ST Anns Hosp	1	1	2	4	26	"535,013"	"251,399"	05	52	3
35	0010	Alaska	Kake	District 03	Kake PHC	4	5	1	-	-	"48,184"	"24,092"	06	56	3
35	0018	Alaska	Ketchikan	District 02	Ketchikan Gen Hosp	2	LTU	5	4	40	"1,474,492"	"600,000"	05	66	3
35	D013	Alaska	Ketchikan	District 02	Ketchikan Gen Hosp	2	9	1	-	-	"241,475"	"102,653"	11	60	3
35	NH13	Alaska	Ketchikan	District 02	Ketchikan Gen Hosp	2	LTU	1	-	16	"394,290"	"197,145"	11	60	3
35	0013	Alaska	Ketchikan	District 02	Ketchikan Gen Hosp	2	1	1	-	37	"1,556,553"	"600,000"	11	60	3
35	0021	Alaska	Kodiak	District 13	Kodiak Island Hosp	3	1	4	-	12	"720,000"	"288,000"	02	67	3
35	M021	Alaska	Kodiak	District 13	Kodiak Island Hosp	3	1	4	-	13	"521,218"	"208,000"	02	67	3
36	0011	Alaska	Mcgrath	District 17	Mcgrath PHC	4	5	1	-	-	"85,764"	"42,882"	06	56	3
36	0001	Alaska	Nome	District 23	Maynard Macdougall Hosp	1	1	1	2	34	"598,687"	"198,947"	05	48	3
36	0004	Alaska	Palmer	District 09	Valley Pres by Hosp	1	1	1	-	25	"684,849"	"342,424"	10	51	3
36	0020	Alaska	Petersburg	District 02	Petersburg Gen Hosp	2	LTU	2	-	12	"467,937"	"200,000"	04	67	3
36	0003	Alaska	Seward	District 11	Seward General Hosp	1	1	4	2	-	"322,163"	"161,082"	10	50	3
36	0008	Alaska	Sitka	District 04	Sitka Community Hosp	2	1	1	-	23	"376,098"	"97,811"	02	55	3
36	0019	Alaska	Wrangell	District 02	Wrangell General Hosp	2	1	4	-	4	"253,950"	"64,165"	02	67	3
36	M019	Alaska	Wrangell	District 02	Wrangell General Hosp	2	1	4	-	8	"508,000"	"128,331"	02	67	3
36	M109	Arizona	Benson	Cochise	Benson Hosp	5	1	4	-	16	"428,677"	"211,005"	07	68	3
36	N109	Arizona	Benson	Cochise	Benson Hosp	5	1	4	-	6	"321,507"	"158,255"	07	68	3
36	0011	Arizona	Casa Grande	Pinal	Casa Grande Valley	1	1	1	8	-	"257,726"	"22,863"	12	51	3
36	0085	Arizona	Casa Grande	Pinal	Hoemako Cooperative	1	1	8	4	18	"200,999"	"100,499"	05	66	3
36	0122	Arizona	Casa Grande	Pinal	Hoemako Cooperative	5	LTU	2	4	29	"332,673"	"150,000"	07	70	2
36	0047	Arizona	Chandler	Maricopa	Community Hosp	5	1	1	-	40	"676,631"	"325,000"	12	59	3
36	0117	Arizona	Chinle	Apache	Chinle Nursing Home	1	0	1	-	79	"1,494,728"	"714,608"	04	69	2
36	C060	Arizona	Cottonwood	Yavapai	M J Lawrence Mem Hosp	1	1	1	-	50	"1,516,664"	"400,000"	07	63	3
36	0087	Arizona	Cottonwood	Yavapai	M J Lawrence Mem Hosp	1	LTU	1	-	20	"244,356"	"111,500"	04	66	3
36	0120	Arizona	Cottonwood	Yavapai	M J Lawrence Mem Hosp	1	6	2	-	-	"324,340"	"82,400"	05	70	2
36	L079	Arizona	Douglas	Cochise	Cochise County Hosp	3	LTU	9	-	34	"199,011"	"82,450"	12	65	3
36	C077	Arizona	Flagstaff	Coconino	Coconino County PHC	3	5	1	-	-	"259,191"	"129,294"	01	66	3
36	C041	Arizona	Flagstaff	Coconino	Flagstaff Comm Hosp	1	1	2	-	18	"190,826"	"95,413"	02	59	3
36	C066	Arizona	Flagstaff	Coconino	Flagstaff Comm Hosp	1	1	6	4	17	"662,913"	"324,750"	05	64	3
36	0003	Arizona	Florence	Pinal	Pinal CO Gen Hosp	3	1	5	-	14	"59,319"	"19,773"	12	48	3
36	N023	Arizona	Florence	Pinal	Pinal CO Gen Hosp	3	LTU	2	-	53	"301,029"	"144,565"	07	55	3
36	0007	Arizona	Florence	Pinal	Pinal CO Gen Hosp	3	1	5	-	18	"199,970"	"99,985"	08	49	3
36	NH36	Arizona	Globe	Gila	Gila CO Gen Hosp	3	LTU	2	-	39	"198,665"	"99,333"	09	57	3
36	0004	Arizona	Globe	Gila	Gila CO Gen Hosp	3	1	5	-	33	"599,938"	"299,969"	02	49	3
36	0114	Arizona	Globe	Gila	Gila General Hosp	3	1	2	4	31	"1,526,175"	"575,878"	05	69	2
36	M114	Arizona	Globe	Gila	Gila General Hosp	3	1	8	-	62	"2,878,119"	"611,160"	06	70	2
36	0061	Arizona	Holbrook	Navajo	Holbrook Mun Hosp	2	1	1	-	20	"424,890"	"212,445"	05	63	3
36	0113	Arizona	Holbrook	Navajo	Navajo County PHC	3	5	1	-	-	"61,770"	"30,885"	02	68	3
36	N048	Arizona	Kingman	Mohave	Mohave CO Gen Hosp	3	LTU	2	-	22	"254,699"	"127,350"	01	60	3
36	0097	Arizona	Kingman	Mohave	Mohave CO Gen Hosp	3	7	8	-	43	"1,844,623"	"879,392"	03	67	3
36	M097	Arizona	Kingman	Mohave	Mohave CO Gen Hosp	3	7	8	-	32	"1,374,616"	"655,324"	03	67	3
36	G032	Arizona	Mesa	Maricopa	Southside District Hosp	1	9	2	-	-	"103,546"	"38,000"	12	56	3
37	0032	Arizona	Mesa	Maricopa	Southside District Hosp	1	1	2	-	25	"573,190"	"200,000"	12	56	3
37	0100	Arizona	Nogales	Santa Cruz	ST Josephs Hosp	1	LTU	2	-	24	"391,300"	"195,650"	02	67	3
37	C029	Arizona	Nogles	Santa Cruz	ST Josephs Hosp	1	1	1	-	50	"1,130,997"	"450,000"	12	57	3
37	G044	Arizona	Phoenix	Maricopa	Arizona State Hosp	4	6	2	-	-	"281,910"	"140,955"	12	59	3
37	G053	Arizona	Phoenix	Maricopa	Crippled Childrens Hosp	4	4	2	-	40	"211,467"	"105,699"	12	61	3
37	G037	Arizona	Phoenix	Maricopa	Crippled Childrens Hosp	4	4	2	3	-	"160,000"	"80,000"	10	57	3
37	R027	Arizona	Phoenix	Maricopa	Gompers Mem Clinic	1	6	2	-	-	"226,867"	"113,433"	06	56	3
37	G082	Arizona	Phoenix	Maricopa	Good Samaritan Hosp	1	LTU	2	-	120	"1,776,184"	"878,348"	09	65	3
37	C030	Arizona	Phoenix	Maricopa	Good Samaritan Hosp	1	LTU	2	-	24	"274,723"	"125,320"	09	56	3
37	C051	Arizona	Phoenix	Maricopa	Good Samaritan Hosp	1	1	2	4	40	"589,173"	"250,000"	06	60	3
37	R082	Arizona	Phoenix	Maricopa	Good Samaritan Hosp	1	6	2	-	-	"960,685"	"367,712"	09	65	3
37	R070	Arizona	Phoenix	Maricopa	Good Samaritan Hosp	1	6	5	-	-	"126,753"	"61,961"	02	64	3
37	0014	Arizona	Phoenix	Maricopa	Good Samaritan Hosp	1	1	5	-	100	"1,307,560"	"494,610"	10	52	3
37	0030	Arizona	Phoenix	Maricopa	Good Samaritan Hosp	1	1	5	-	78	"1,314,457"	"425,000"	09	56	3
37	0021	Arizona	Phoenix	Maricopa	Good Samaritan Hosp	1	1	2	2	-	"102,739"	"51,369"	12	54	3
37	G051	Arizona	Phoenix	Maricopa	Good Samaritan Hos	1	9	2	-	-	"609,280"	"250,000"	06	60	3
37	G056	Arizona	Phoenix	Maricopa	Jewish Comm Kivel	1	0	2	4	32	"286,276"	"136,898"	11	61	3
37	0046	Arizona	Phoenix	Maricopa	Jewish Comm Kivel	1	0	2	4	-	"38,743"	"19,372"	11	59	3
37	G033	Arizona	Phoenix	Maricopa	Jewish Comm Kivel	1	0	1	-	40	"319,471"	"158,283"	10	56	3
37	G059	Arizona	Phoenix	Maricopa	John C Lincoln Hosp	1	9	3	-	-	"240,632"	"120,316"	03	63	3
37	0026	Arizona	Phoenix	Maricopa	John C Lincoln Hosp	1	LTU	2	-	10	"159,849"	"79,680"	12	55	3
37	0073	Arizona	Phoenix	Maricopa	John C Lincoln Hosp	1	9	2	-	-	"305,575"	"146,348"	05	64	3
37	C059	Arizona	Phoenix	Maricopa	John C Lincoln Hosp	1	1	2	-	83	"2,559,670"	"499,940"	01	62	3
37	0015	Arizona	Phoenix	Maricopa	Maricopa CO Gen Hosp	3	1	2	-	100	"245,000"	"100,000"	10	52	3
37	0089	Arizona	Phoenix	Maricopa	Maricopa CO Gen Hosp	3	1	4	8	-	"1,107,718"	"1,158,147"	04	68	2
37	D089	Arizona	Phoenix	Maricopa	Maricopa CO Gen Hosp	3	9	4	-	-	"1,319,376"	"716,047"	08	66	2
37	0001	Arizona	Phoenix	Maricopa	Maricopa CO Gen Hosp	3	1	2	-	61	"669,077"	"157,339"	10	48	3
37	0050	Arizona	Phoenix	Maricopa	Maricopa CO Gen Hosp	3	9	2	-	-	"168,054"	"69,722"	01	60	3
37	0118	Arizona	Phoenix	Maricopa	Maricopa County PHC	3	5	2	-	-	"370,861"	"180,773"	11	68	3
37	0042	Arizona	Phoenix	Maricopa	Maricopa County PHC	3	5	1	-	-	"1,034,747"	"450,000"	02	59	3
37	N080	Arizona	Phoenix	Maricopa	Memorial Hosp	1	LTU	2	-	48	"281,033"	"140,516"	07	65	3
37	M108	Arizona	Phoenix	Maricopa	Memorial Hosp	1	1	9	4	70	"594,331"	"172,993"	06	68	3
37	G067	Arizona	Phoenix	Maricopa	Memorial Hosp	1	9	2	-	-	"272,190"	"136,095"	04	64	3
37	C067	Arizona	Phoenix	Maricopa	Memorial Hosp	1	1	2	-	28	"813,509"	"348,635"	04	64	3
37	C062	Arizona	Phoenix	Maricopa	Memorial Hosp	1	1	5	4	-	"693,078"	"334,220"	04	63	3
37	D040	Arizona	Phoenix	Maricopa	Memorial Hosp	1	9	2	-	-	"74,235"	"28,500"	12	58	3
37	0018	Arizona	Phoenix	Maricopa	Memorial Hosp	1	1	2	4	-	"26,374"	"12,000"	03	53	3
38	C040	Arizona	Phoenix	Maricopa	Memorial Hosp	1	1	2	4	-	"462,624"	"151,500"	12	58	3
38	C084	Arizona	Phoenix	Maricopa	Phoenix General Hosp	1	1	5	8	-	"2,760,038"	"140,106"	12	65	3
38	C049	Arizona	Phoenix	Maricopa	St Josephs Hosp	1	1	2	4	50	"1,846,786"	"384,286"	03	60	3
38	G049	Arizona	Phoenix	Maricopa	St Josephs Hosp	1	9	2	-	-	"231,428"	"115,714"	03	60	3
38	G069	Arizona	Phoenix	Maricopa	St Josephs Hosp	1	9	5	-	-	"261,323"	"75,000"	04	64	3
38	0008	Arizona	Phoenix	Maricopa	St Josephs Hosp	1	1	1	-	325	"5,828,089"	"1,500,000"	09	49	3
38	0024	Arizona	Phoenix	Maricopa	St Josephs Hosp	1	1	2	2	-	"1,436,722"	"300,000"	12	55	3
38	N064	Arizona	Phoenix	Maricopa	St Josephs Hosp	1	LTU	2	-	42	"1,034,507"	"338,068"	05	63	3
38	G025	Arizona	Phoenix	Maricopa	St Lukes Hosp	1	9	2	-	-	"117,381"	"58,691"	09	55	3
38	0091	Arizona	Phoenix	Maricopa	St Lukes Hosp	1	1	5	4	100	"2,327,164"	"991,768"	08	66	3
38	C045	Arizona	Phoenix	Maricopa	St Lukes Hosp	1	1	2	-	50	"461,846"	"225,923"	12	59	3
38	C025	Arizona	Phoenix	Maricopa	St Lukes Hosp	1	LTU	2	-	49	"65,640"	"32,820"	09	55	3
38	M091	Arizona	Phoenix	Maricopa	St Lukes Hosp	1	1	4	-	60	"1,146,508"	"573,254"	08	66	3
38	0017	Arizona	Phoenix	Maricopa	St Lukes Hosp	1	2	2	1	64	"510,821"	"125,550"	11	52	3
38	0093	Arizona	Phoenix	Maricopa	Tanner Chapel Manor	1	0	1	-	50	"469,402"	"215,951"	06	66	3
38	0019	Arizona	Prescott	Yavapai	Central Yavapai Hosp	5	1	2	-	27	"296,600"	"148,300"	12	53	3
38	0035	Arizona	Prescott	Yavapai	Central Yavapai Hosp	5	LTU	2	-	62	"347,506"	"173,753"	03	59	3
38	C058	Arizona	Prescott	Yavapai	Central Yavapai Hosp	5	1	5	4	53	"1,212,771"	"500,000"	05	62	3
38	0107	Arizona	Show Low	Navajo	Navapache Hosp	5	1	4	-	7	"501,798"	"255,953"	07	68	3
38	M107	Arizona	Show Low	Navajo	Navapache Hosp	5	1	4	-	28	"739,306"	"377,099"	07	68	3
